name_j,code_map,name_e,year,url,zip,shp,altdir,qml
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20230111180329.zip,jigyosho_410_all_20230111180329.zip,jigyosho_410_all_20230111180329.csv,,
居宅介護支援,LTCI_430,Care Management,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20230111180354.zip,jigyosho_430_all_20230111180354.zip,jigyosho_430_all_20230111180354.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20230111180400.zip,jigyosho_510_all_20230111180400.zip,jigyosho_510_all_20230111180400.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20230111180404.zip,jigyosho_520_all_20230111180404.zip,jigyosho_520_all_20230111180404.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20230111180407.zip,jigyosho_530_all_20230111180407.zip,jigyosho_530_all_20230111180407.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20230111180410.zip,jigyosho_540_all_20230111180410.zip,jigyosho_540_all_20230111180410.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20230111180455.zip,jigyosho_550_all_20230111180455.zip,jigyosho_550_all_20230111180455.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20230111180413.zip,jigyosho_710_all_20230111180413.zip,jigyosho_710_all_20230111180413.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20230111180417.zip,jigyosho_720_all_20230111180417.zip,jigyosho_720_all_20230111180417.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20230111180426.zip,jigyosho_730_all_20230111180426.zip,jigyosho_730_all_20230111180426.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20230111180429.zip,jigyosho_760_all_20230111180429.zip,jigyosho_760_all_20230111180429.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20230111180432.zip,jigyosho_770_all_20230111180432.zip,jigyosho_770_all_20230111180432.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2022年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20230111180452.zip,jigyosho_780_all_20230111180452.zip,jigyosho_780_all_20230111180452.csv,,
訪問介護,LTCI_110,Home-Visit Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/2022.6jigyosho_110_all_20220720182727.zip,2022.6jigyosho_110_all_20220720182727.zip,2022.6jigyosho_110_all_20220720182727.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20220720182730.csv.zip,jigyosho_120_all_20220720182730.csv.zip,jigyosho_120_all_20220720182730.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20220720182738.csv.zip,jigyosho_130_all_20220720182738.csv.zip,jigyosho_130_all_20220720182738.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20220720182743.csv.zip,jigyosho_140_all_20220720182743.csv.zip,jigyosho_140_all_20220720182743.csv,,
通所介護,LTCI_150,Day Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20220720182813.csv.zip,jigyosho_150_all_20220720182813.csv.zip,jigyosho_150_all_20220720182813.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20220720182815.csv.zip,jigyosho_155_all_20220720182815.csv.zip,jigyosho_155_all_20220720182815.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20220720182821.csv.zip,jigyosho_160_all_20220720182821.csv.zip,jigyosho_160_all_20220720182821.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20220720182826.csv.zip,jigyosho_170_all_20220720182826.csv.zip,jigyosho_170_all_20220720182826.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20220720182842.csv.zip,jigyosho_210_all_20220720182842.csv.zip,jigyosho_210_all_20220720182842.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20220720182846.csv.zip,jigyosho_220_all_20220720182846.csv.zip,jigyosho_220_all_20220720182846.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20220720182849.csv.zip,jigyosho_230_all_20220720182849.csv.zip,jigyosho_230_all_20220720182849.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20220720183052.csv.zip,jigyosho_551_all_20220720183052.csv.zip,jigyosho_551_all_20220720183052.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20220720182858.csv.zip,jigyosho_320_all_20220720182858.csv.zip,jigyosho_320_all_20220720182858.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20220720182902.csv.zip,jigyosho_331_all_20220720182902.csv.zip,jigyosho_331_all_20220720182902.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20220720182905.csv.zip,jigyosho_332_all_20220720182905.csv.zip,jigyosho_332_all_20220720182905.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20220720182907.csv.zip,jigyosho_334_all_20220720182907.csv.zip,jigyosho_334_all_20220720182907.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20220720182909.csv.zip,jigyosho_335_all_20220720182909.csv.zip,jigyosho_335_all_20220720182909.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20220720182912.csv.zip,jigyosho_336_all_20220720182912.csv.zip,jigyosho_336_all_20220720182912.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20220720182914.csv.zip,jigyosho_337_all_20220720182914.csv.zip,jigyosho_337_all_20220720182914.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20220720182916.csv.zip,jigyosho_361_all_20220720182916.csv.zip,jigyosho_361_all_20220720182916.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20220720182918.csv.zip,jigyosho_362_all_20220720182918.csv.zip,jigyosho_362_all_20220720182918.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20220720182921.csv.zip,jigyosho_364_all_20220720182921.csv.zip,jigyosho_364_all_20220720182921.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20220720182926.csv.zip,jigyosho_410_all_20220720182926.csv.zip,jigyosho_410_all_20220720182926.csv,,
居宅介護支援,LTCI_430,Care Management,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20220720182950.csv.zip,jigyosho_430_all_20220720182950.csv.zip,jigyosho_430_all_20220720182950.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20220720182956.csv.zip,jigyosho_510_all_20220720182956.csv.zip,jigyosho_510_all_20220720182956.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20220720183000.csv.zip,jigyosho_520_all_20220720183000.csv.zip,jigyosho_520_all_20220720183000.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20220720183003.csv.zip,jigyosho_530_all_20220720183003.csv.zip,jigyosho_530_all_20220720183003.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20220720183006.csv.zip,jigyosho_540_all_20220720183006.csv.zip,jigyosho_540_all_20220720183006.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20220720183050.csv.zip,jigyosho_550_all_20220720183050.csv.zip,jigyosho_550_all_20220720183050.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20220720183008.csv.zip,jigyosho_710_all_20220720183008.csv.zip,jigyosho_710_all_20220720183008.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20220720183012.csv.zip,jigyosho_720_all_20220720183012.csv.zip,jigyosho_720_all_20220720183012.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20220720183021.csv.zip,jigyosho_730_all_20220720183021.csv.zip,jigyosho_730_all_20220720183021.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20220720183024.csv.zip,jigyosho_760_all_20220720183024.csv.zip,jigyosho_760_all_20220720183024.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20220720183027.csv.zip,jigyosho_770_all_20220720183027.csv.zip,jigyosho_770_all_20220720183027.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2022年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20220720183047.csv.zip,jigyosho_780_all_20220720183047.csv.zip,jigyosho_780_all_20220720183047.csv,,
訪問介護,LTCI_110,Home-Visit Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/2021.12jigyosho_110_all_20220106104921.zip,2021.12jigyosho_110_all_20220106104921.zip,2021.12jigyosho_110_all_20220106104921.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20220106104930.zip,jigyosho_120_all_20220106104930.zip,jigyosho_120_all_20220106104930.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20220106105009.zip,jigyosho_130_all_20220106105009.zip,jigyosho_130_all_20220106105009.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20220106105028.zip,jigyosho_140_all_20220106105028.zip,jigyosho_140_all_20220106105028.csv,,
通所介護,LTCI_150,Day Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20220106105159.zip,jigyosho_150_all_20220106105159.zip,jigyosho_150_all_20220106105159.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20220106105203.zip,jigyosho_155_all_20220106105203.zip,jigyosho_155_all_20220106105203.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20220106105227.zip,jigyosho_160_all_20220106105227.zip,jigyosho_160_all_20220106105227.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20220106105246.zip,jigyosho_170_all_20220106105246.zip,jigyosho_170_all_20220106105246.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20220106105343.zip,jigyosho_210_all_20220106105343.zip,jigyosho_210_all_20220106105343.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20220106105401.zip,jigyosho_220_all_20220106105401.zip,jigyosho_220_all_20220106105401.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20220106105406.zip,jigyosho_230_all_20220106105406.zip,jigyosho_230_all_20220106105406.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20220106110038.zip,jigyosho_551_all_20220106110038.zip,jigyosho_551_all_20220106110038.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20220106105454.zip,jigyosho_320_all_20220106105454.zip,jigyosho_320_all_20220106105454.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20220106105509.zip,jigyosho_331_all_20220106105509.zip,jigyosho_331_all_20220106105509.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20220106105513.zip,jigyosho_332_all_20220106105513.zip,jigyosho_332_all_20220106105513.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20220106105517.zip,jigyosho_334_all_20220106105517.zip,jigyosho_334_all_20220106105517.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20220106105520.zip,jigyosho_335_all_20220106105520.zip,jigyosho_335_all_20220106105520.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20220106105522.zip,jigyosho_336_all_20220106105522.zip,jigyosho_336_all_20220106105522.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20220106105524.zip,jigyosho_337_all_20220106105524.zip,jigyosho_337_all_20220106105524.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20220106105526.zip,jigyosho_361_all_20220106105526.zip,jigyosho_361_all_20220106105526.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20220106105529.zip,jigyosho_362_all_20220106105529.zip,jigyosho_362_all_20220106105529.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20220106105531.zip,jigyosho_364_all_20220106105531.zip,jigyosho_364_all_20220106105531.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20220106105551.zip,jigyosho_410_all_20220106105551.zip,jigyosho_410_all_20220106105551.csv,,
居宅介護支援,LTCI_430,Care Management,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20220106105736.zip,jigyosho_430_all_20220106105736.zip,jigyosho_430_all_20220106105736.csv,,
介護老人福祉施設,LTCI_510,Special Nursing Home for the Elderly,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_510_all_20220106105806.zip,jigyosho_510_all_20220106105806.zip,jigyosho_510_all_20220106105806.csv,,
介護老人保健施設,LTCI_520,Geriatric Health Services Facility,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_520_all_20220106105823.zip,jigyosho_520_all_20220106105823.zip,jigyosho_520_all_20220106105823.csv,,
介護療養型医療施設,LTCI_530,Long-Term Care Medical Facility,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_530_all_20220106105828.zip,jigyosho_530_all_20220106105828.zip,jigyosho_530_all_20220106105828.csv,,
地域密着型介護老人福祉施設入所者生活介護,LTCI_540,Community-Based Special Nursing Home Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_540_all_20220106105837.zip,jigyosho_540_all_20220106105837.zip,jigyosho_540_all_20220106105837.csv,,
介護医療院,LTCI_550,Integrated Facility for Medical and Long-Term Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_550_all_20220106110035.zip,jigyosho_550_all_20220106110035.zip,jigyosho_550_all_20220106110035.csv,,
夜間対応型訪問介護,LTCI_710,Night-Time Home-Visit Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_710_all_20220106105840.zip,jigyosho_710_all_20220106105840.zip,jigyosho_710_all_20220106105840.csv,,
認知症対応型通所介護,LTCI_720,Dementia Day Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_720_all_20220106105855.zip,jigyosho_720_all_20220106105855.zip,jigyosho_720_all_20220106105855.csv,,
小規模多機能型居宅介護,LTCI_730,Multifunctional Small Group Home Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_730_all_20220106105916.zip,jigyosho_730_all_20220106105916.zip,jigyosho_730_all_20220106105916.csv,,
定期巡回・随時対応型訪問介護看護,LTCI_760,Regular Patrol and On-Demand Home Care and Nursing,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_760_all_20220106105922.zip,jigyosho_760_all_20220106105922.zip,jigyosho_760_all_20220106105922.csv,,
看護小規模多機能型居宅介護,LTCI_770,Nursing Multifunctional Small Group Home Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_770_all_20220106105926.zip,jigyosho_770_all_20220106105926.zip,jigyosho_770_all_20220106105926.csv,,
地域密着型通所介護,LTCI_780,Community-Based Day Care,2021年12月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_780_all_20220106110031.zip,jigyosho_780_all_20220106110031.zip,jigyosho_780_all_20220106110031.csv,,
訪問介護,LTCI_110,Home-Visit Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/2021.6jigyosho_110_all_20210705131428.zip,2021.6jigyosho_110_all_20210705131428.zip,2021.6jigyosho_110_all_20210705131428.csv,,
訪問入浴介護,LTCI_120,Home-Visit Bathing Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_120_all_20210705131435.zip,jigyosho_120_all_20210705131435.zip,jigyosho_120_all_20210705131435.csv,,
訪問看護,LTCI_130,Home-Visit Nursing,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_130_all_20210705131506.zip,jigyosho_130_all_20210705131506.zip,jigyosho_130_all_20210705131506.csv,,
訪問リハビリテーション,LTCI_140,Home-Visit Rehabilitation,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_140_all_20210705131520.zip,jigyosho_140_all_20210705131520.zip,jigyosho_140_all_20210705131520.csv,,
通所介護,LTCI_150,Day Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_150_all_20210705131651.zip,jigyosho_150_all_20210705131651.zip,jigyosho_150_all_20210705131651.csv,,
通所介護（療養通所介護）,LTCI_155,Medical Day Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_155_all_20210705131654.zip,jigyosho_155_all_20210705131654.zip,jigyosho_155_all_20210705131654.csv,,
通所リハビリテーション,LTCI_160,Day Rehabilitation,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_160_all_20210705131717.zip,jigyosho_160_all_20210705131717.zip,jigyosho_160_all_20210705131717.csv,,
福祉用具貸与,LTCI_170,Welfare Equipment Rental,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_170_all_20210705131733.zip,jigyosho_170_all_20210705131733.zip,jigyosho_170_all_20210705131733.csv,,
短期入所生活介護,LTCI_210,Short-Stay Residential Care,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_210_all_20210705131819.zip,jigyosho_210_all_20210705131819.zip,jigyosho_210_all_20210705131819.csv,,
短期入所療養介護（介護老人保健施設）,LTCI_220,Short-Stay Medical Care (Geriatric Health Services Facility),2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_220_all_20210705131832.zip,jigyosho_220_all_20210705131832.zip,jigyosho_220_all_20210705131832.csv,,
短期入所療養介護（療養病床を有する病院等）,LTCI_230,Short-Stay Medical Care (Hospital with Long-Term Care Beds),2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_230_all_20210705131837.zip,jigyosho_230_all_20210705131837.zip,jigyosho_230_all_20210705131837.csv,,
短期入所療養介護（介護医療院）,LTCI_551,Short-Stay Medical Care (Integrated Facility for Medical and Long-Term Care),2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_551_all_20210705132348.zip,jigyosho_551_all_20210705132348.zip,jigyosho_551_all_20210705132348.csv,,
認知症対応型共同生活介護,LTCI_320,Group Home for Persons with Dementia,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_320_all_20210705131912.zip,jigyosho_320_all_20210705131912.zip,jigyosho_320_all_20210705131912.csv,,
特定施設入居者生活介護（有料老人ホーム）,LTCI_331,Residential Care in Fee-Based Nursing Home,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_331_all_20210705131925.zip,jigyosho_331_all_20210705131925.zip,jigyosho_331_all_20210705131925.csv,,
特定施設入居者生活介護（軽費老人ホーム）,LTCI_332,Residential Care in Low-Cost Elderly Home,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_332_all_20210705131928.zip,jigyosho_332_all_20210705131928.zip,jigyosho_332_all_20210705131928.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_334,Residential Care in Service-Integrated Housing for Older Persons,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_334_all_20210705131931.zip,jigyosho_334_all_20210705131931.zip,jigyosho_334_all_20210705131931.csv,,
特定施設入居者生活介護（有料老人ホーム・外部サービス利用型）,LTCI_335,Residential Care in Fee-Based Nursing Home (External Service Type),2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_335_all_20210705131933.zip,jigyosho_335_all_20210705131933.zip,jigyosho_335_all_20210705131933.csv,,
特定施設入居者生活介護（軽費老人ホーム・外部サービス利用型）,LTCI_336,Residential Care in Low-Cost Elderly Home (External Service Type),2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_336_all_20210705131935.zip,jigyosho_336_all_20210705131935.zip,jigyosho_336_all_20210705131935.csv,,
特定施設入居者生活介護（サービス付き高齢者向け住宅・外部サービス利用型）,LTCI_337,Residential Care in Service-Integrated Housing for Older Persons (External Service Type),2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_337_all_20210705131937.zip,jigyosho_337_all_20210705131937.zip,jigyosho_337_all_20210705131937.csv,,
地域密着型特定施設入居者生活介護（有料老人ホーム）,LTCI_361,Community-Based Residential Care in Fee-Based Nursing Home,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_361_all_20210705131939.zip,jigyosho_361_all_20210705131939.zip,jigyosho_361_all_20210705131939.csv,,
地域密着型特定施設入居者生活介護（軽費老人ホーム）,LTCI_362,Community-Based Residential Care in Low-Cost Elderly Home,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_362_all_20210705131941.zip,jigyosho_362_all_20210705131941.zip,jigyosho_362_all_20210705131941.csv,,
地域密着型特定施設入居者生活介護（サービス付き高齢者向け住宅）,LTCI_364,Community-Based Residential Care in Service-Integrated Housing for Older Persons,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_364_all_20210705131943.zip,jigyosho_364_all_20210705131943.zip,jigyosho_364_all_20210705131943.csv,,
特定福祉用具販売,LTCI_410,Sales of Specified Welfare Equipment,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_410_all_20210705132000.zip,jigyosho_410_all_20210705132000.zip,jigyosho_410_all_20210705132000.csv,,
居宅介護支援,LTCI_430,Care Management,2021年6月末時点,https://www.mhlw.go.jp/content/12300000/jigyosho_430_all_20210705132123.zip,jigyosho_430_all_20210705132123.zip,jigyosho_430_all_20210705132123.csv,,
