availability,year,url,zip,shp,altdir,source,encoding,qml,epsg,filesize
岩手県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_03_GML.zip,A17-16_03.zip,A17-16_03.shp,A17-16_03_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
岩手県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_03_GML.zip,A17-070402_03_GML.zip,A17-070402_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_03_GML.zip,A17-051001_03_GML.zip,A17-051001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_03_GML.zip,A17-001001_03_GML.zip,A17-001001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_03_GML.zip,A17-951001_03_GML.zip,A17-951001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_03_GML.zip,A17-901001_03_GML.zip,A17-901001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_03_GML.zip,A17-851001_03_GML.zip,A17-851001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_03_GML.zip,A17-801001_03_GML.zip,A17-801001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_03_GML.zip,A17-751001_03_GML.zip,A17-751001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
岩手県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_03_GML.zip,A17-701001_03_GML.zip,A17-701001_03_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_04_GML.zip,A17-17_04.zip,A17-17_04.shp,A17-17_04_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
宮城県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_04_GML.zip,A17-16_04.zip,A17-16_04.shp,A17-16_04_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
宮城県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_04_GML.zip,A17-070402_04_GML.zip,A17-070402_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_04_GML.zip,A17-051001_04_GML.zip,A17-051001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_04_GML.zip,A17-001001_04_GML.zip,A17-001001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_04_GML.zip,A17-951001_04_GML.zip,A17-951001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_04_GML.zip,A17-901001_04_GML.zip,A17-901001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_04_GML.zip,A17-851001_04_GML.zip,A17-851001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_04_GML.zip,A17-801001_04_GML.zip,A17-801001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_04_GML.zip,A17-751001_04_GML.zip,A17-751001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
宮城県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_04_GML.zip,A17-701001_04_GML.zip,A17-701001_04_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_05_GML.zip,A17-17_05.zip,A17-17_05.shp,A17-17_05_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
秋田県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_05_GML.zip,A17-16_05.zip,A17-16_05.shp,A17-16_05_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
秋田県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_05_GML.zip,A17-070402_05_GML.zip,A17-070402_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_05_GML.zip,A17-051001_05_GML.zip,A17-051001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_05_GML.zip,A17-001001_05_GML.zip,A17-001001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_05_GML.zip,A17-951001_05_GML.zip,A17-951001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_05_GML.zip,A17-901001_05_GML.zip,A17-901001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_05_GML.zip,A17-851001_05_GML.zip,A17-851001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_05_GML.zip,A17-801001_05_GML.zip,A17-801001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_05_GML.zip,A17-751001_05_GML.zip,A17-751001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
秋田県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_05_GML.zip,A17-701001_05_GML.zip,A17-701001_05_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_06_GML.zip,A17-17_06.zip,A17-17_06.shp,A17-17_06_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
山形県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_06_GML.zip,A17-16_06.zip,A17-16_06.shp,A17-16_06_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
山形県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_06_GML.zip,A17-070402_06_GML.zip,A17-070402_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_06_GML.zip,A17-051001_06_GML.zip,A17-051001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_06_GML.zip,A17-001001_06_GML.zip,A17-001001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_06_GML.zip,A17-951001_06_GML.zip,A17-951001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_06_GML.zip,A17-901001_06_GML.zip,A17-901001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_06_GML.zip,A17-851001_06_GML.zip,A17-851001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_06_GML.zip,A17-801001_06_GML.zip,A17-801001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_06_GML.zip,A17-751001_06_GML.zip,A17-751001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
山形県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_06_GML.zip,A17-701001_06_GML.zip,A17-701001_06_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_07_GML.zip,A17-17_07.zip,A17-17_07.shp,A17-17_07_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
福島県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_07_GML.zip,A17-16_07.zip,A17-16_07.shp,A17-16_07_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
福島県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_07_GML.zip,A17-070402_07_GML.zip,A17-070402_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_07_GML.zip,A17-051001_07_GML.zip,A17-051001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_07_GML.zip,A17-001001_07_GML.zip,A17-001001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_07_GML.zip,A17-951001_07_GML.zip,A17-951001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_07_GML.zip,A17-901001_07_GML.zip,A17-901001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_07_GML.zip,A17-851001_07_GML.zip,A17-851001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_07_GML.zip,A17-801001_07_GML.zip,A17-801001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_07_GML.zip,A17-751001_07_GML.zip,A17-751001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
福島県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_07_GML.zip,A17-701001_07_GML.zip,A17-701001_07_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_08_GML.zip,A17-17_08.zip,A17-17_08.shp,A17-17_08_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
茨城県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_08_GML.zip,A17-16_08.zip,A17-16_08.shp,A17-16_08_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
茨城県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_08_GML.zip,A17-070402_08_GML.zip,A17-070402_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_08_GML.zip,A17-051001_08_GML.zip,A17-051001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_08_GML.zip,A17-001001_08_GML.zip,A17-001001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_08_GML.zip,A17-951001_08_GML.zip,A17-951001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_08_GML.zip,A17-901001_08_GML.zip,A17-901001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-85/A17-851001_08_GML.zip,A17-851001_08_GML.zip,A17-851001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-80/A17-801001_08_GML.zip,A17-801001_08_GML.zip,A17-801001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-75/A17-751001_08_GML.zip,A17-751001_08_GML.zip,A17-751001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
茨城県,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-70/A17-701001_08_GML.zip,A17-701001_08_GML.zip,A17-701001_08_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-17/A17-17_09_GML.zip,A17-17_09.zip,A17-17_09.shp,A17-17_09_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
栃木県,2016,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-16/A17-16_09_GML.zip,A17-16_09.zip,A17-16_09.shp,A17-16_09_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2017.html,CP932,A17-2017.qml,6668,
栃木県,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-07/A17-070402_09_GML.zip,A17-070402_09_GML.zip,A17-070402_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-05/A17-051001_09_GML.zip,A17-051001_09_GML.zip,A17-051001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-00/A17-001001_09_GML.zip,A17-001001_09_GML.zip,A17-001001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-95/A17-951001_09_GML.zip,A17-951001_09_GML.zip,A17-951001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
栃木県,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A17/A17-90/A17-901001_09_GML.zip,A17-901001_09_GML.zip,A17-901001_09_DevelopmentMountainVillage.shp,,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A17-2007.html,CP932,,4612,
