availability,year,url,zip,shp,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
三重県 ,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-90/A19-901001_24_GML.zip,A19-901001_24_GML.zip,A19-901001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-85/A19-851001_24_GML.zip,A19-851001_24_GML.zip,A19-851001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-80/A19-801001_24_GML.zip,A19-801001_24_GML.zip,A19-801001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-75/A19-751001_24_GML.zip,A19-751001_24_GML.zip,A19-751001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-70/A19-701001_24_GML.zip,A19-701001_24_GML.zip,A19-701001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1965,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-65/A19-651001_24_GML.zip,A19-651001_24_GML.zip,A19-651001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1960,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-60/A19-601001_24_GML.zip,A19-601001_24_GML.zip,A19-601001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
三重県 ,1955,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-55/A19-551001_24_GML.zip,A19-551001_24_GML.zip,A19-551001_24_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
兵庫県 ,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-17/A19-17_28_GML.zip,A19-17_28_GML.zip,A19-17_28_GML/A19-17_28.shp,,,,,,,,,,A19-2017.qml,,
兵庫県 ,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-07/A19-070402_28_GML.zip,A19-070402_28_GML.zip,A19-070402_28_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
兵庫県 ,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-05/A19-051001_28_GML.zip,A19-051001_28_GML.zip,A19-051001_28_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
兵庫県 ,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-00/A19-001001_28_GML.zip,A19-001001_28_GML.zip,A19-001001_28_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
